unit num,cycle,sens2,sens3,sens4,sens7,sens8,sens11,sens12,sens13,sens15,sens17,sens20,sens21,RUL,breakdown,start
1,38,641.93,1589.6,1399.5,554.7,2388.08,47.27,522.42,2388.08,8.4158,392,39.06,23.4768,154,0,37
1,39,642.01,1583.21,1400.69,553.97,2388.02,47.12,522.23,2388.05,8.414,392,38.7,23.3699,153,0,38
1,40,642.24,1582.08,1401.77,554.57,2388.06,47.33,521.84,2388.01,8.3784,392,38.84,23.3769,152,0,39
1,41,642.4,1591.31,1403.21,553.72,2388.06,47.09,522.07,2388.03,8.437,392,39.13,23.4444,151,0,40
1,42,642.12,1584.66,1401.38,553.94,2388.08,47.49,522.23,2388.05,8.4137,392,39.0,23.375,150,0,41
1,43,642.24,1591.52,1406.05,553.68,2388.03,47.32,522.74,2388.09,8.4068,392,38.99,23.3148,149,0,42
1,44,641.93,1586.94,1401.2,554.15,2388.04,47.45,522.3,2388.0,8.4201,392,39.06,23.4753,148,0,43
1,45,642.53,1582.42,1399.16,553.83,2388.08,47.45,521.73,2388.05,8.4099,393,38.79,23.3943,147,0,44
1,46,642.43,1588.29,1401.27,553.76,2388.06,47.2,522.02,2388.08,8.3977,393,38.93,23.3745,146,0,45
1,47,642.21,1580.32,1402.89,554.38,2388.06,47.22,521.84,2388.05,8.3973,392,38.99,23.4873,145,0,46
1,48,641.89,1588.51,1399.16,554.02,2388.08,47.4,521.91,2388.06,8.4376,392,38.94,23.365,144,0,47
1,49,642.23,1584.35,1397.76,554.23,2388.07,47.22,521.37,2388.04,8.4151,392,39.06,23.4498,143,0,48
1,50,642.77,1588.49,1403.62,553.92,2388.06,47.47,522.33,2388.09,8.4116,392,38.85,23.4106,142,0,49
1,51,642.81,1585.54,1400.42,553.73,2388.02,47.12,521.91,2388.05,8.4504,393,38.94,23.3651,141,0,50
1,52,642.76,1583.77,1395.57,553.04,2388.04,47.07,522.1,2388.07,8.4539,391,39.0,23.3388,140,0,51
1,53,642.61,1579.82,1402.26,554.16,2388.05,47.29,521.96,2388.06,8.4418,392,38.9,23.3775,139,0,52
1,54,642.42,1592.59,1401.2,553.95,2388.04,47.38,522.44,2388.06,8.4189,392,38.96,23.2348,138,0,53
1,55,642.41,1584.95,1401.58,554.45,2388.04,47.4,522.11,2388.02,8.4071,392,39.06,23.3567,137,0,54
1,56,642.49,1586.33,1400.76,553.98,2388.01,47.26,522.48,2388.04,8.4022,391,38.68,23.3408,136,0,55
1,57,642.13,1583.67,1402.79,553.42,2388.05,47.29,521.62,2388.08,8.4263,392,38.84,23.3567,135,0,56
1,58,641.9,1590.46,1397.99,554.14,2388.09,47.26,522.21,2388.04,8.4319,390,38.93,23.2893,134,0,57
1,59,642.33,1596.72,1403.51,554.62,2388.07,47.26,521.32,2388.02,8.4476,392,38.92,23.4444,133,0,58
1,60,642.34,1582.75,1403.07,554.0,2388.06,47.41,522.49,2388.03,8.3878,393,38.89,23.387,132,0,59
1,61,642.1,1583.55,1405.52,554.09,2388.11,47.31,522.34,2388.09,8.4264,391,38.89,23.3638,131,0,60
1,62,642.17,1581.59,1399.54,554.45,2388.1,47.28,522.19,2388.1,8.4071,391,39.03,23.2707,130,0,61
1,63,642.6,1592.14,1395.38,553.48,2388.06,47.51,521.56,2388.01,8.4357,394,38.77,23.3436,129,0,62
1,64,642.23,1584.51,1400.11,553.88,2388.1,47.45,521.82,2388.04,8.4066,391,38.93,23.384,128,0,63
1,65,642.28,1584.72,1403.24,553.97,2388.03,47.56,521.54,2388.13,8.4406,392,38.9,23.3752,127,0,64
1,66,642.5,1588.5,1399.52,554.0,2388.06,47.14,521.76,2388.05,8.3911,391,38.95,23.3152,126,0,65
1,67,642.33,1590.22,1403.02,554.31,2388.1,47.39,522.64,2388.08,8.3925,393,38.97,23.291,125,0,66
1,68,642.51,1582.06,1404.42,554.04,2388.1,47.36,521.72,2388.07,8.4242,392,38.95,23.3174,124,0,67
1,69,642.44,1590.7,1401.24,554.65,2388.07,47.41,522.22,2388.1,8.4292,392,39.0,23.3742,123,0,68
1,70,642.22,1584.02,1402.78,554.01,2388.11,47.41,521.93,2388.12,8.4279,392,38.86,23.4513,122,0,69
1,71,642.21,1580.41,1403.09,554.06,2388.03,47.3,521.72,2388.09,8.423,391,38.8,23.3881,121,0,70
1,72,642.41,1579.25,1406.81,553.76,2388.07,47.27,521.97,2388.09,8.3951,391,38.84,23.3085,120,0,71
1,73,642.29,1592.04,1397.93,553.88,2388.03,47.29,522.04,2388.1,8.404,391,39.03,23.3975,119,0,72
1,74,642.96,1584.65,1401.48,554.03,2388.07,47.58,522.25,2387.97,8.4135,392,38.8,23.382,118,0,73
1,75,641.96,1582.32,1394.82,553.6,2388.07,47.22,521.77,2388.11,8.4621,392,38.89,23.3521,117,0,74
1,76,642.21,1589.21,1398.94,553.66,2388.02,47.44,521.58,2388.03,8.3996,390,39.02,23.4428,116,0,75
1,77,642.55,1586.3,1400.97,554.61,2388.06,47.41,521.6,2388.08,8.453,393,38.99,23.275,115,0,76
1,78,641.99,1580.76,1404.1,553.47,2388.08,47.4,522.28,2388.16,8.3793,392,38.88,23.3486,114,0,77
1,79,642.12,1582.46,1403.93,553.77,2388.04,47.35,521.85,2388.13,8.4132,394,38.9,23.3121,113,0,78
1,80,641.94,1591.96,1393.58,553.91,2388.06,47.64,521.52,2388.1,8.4235,392,38.89,23.3613,112,0,79
1,81,642.73,1584.82,1402.04,553.88,2388.1,47.43,521.66,2388.05,8.4247,392,38.77,23.373,111,0,80
1,82,642.04,1589.07,1399.17,554.18,2388.1,47.25,521.95,2388.03,8.3986,393,38.89,23.2713,110,0,81
1,83,642.66,1588.05,1406.38,553.49,2388.08,47.22,521.93,2388.05,8.4128,391,38.8,23.3274,109,0,82
1,84,642.64,1585.52,1406.6,553.91,2388.05,47.38,521.54,2388.06,8.4139,392,38.73,23.2653,108,0,83
1,85,642.28,1590.12,1405.96,554.4,2388.01,47.36,522.3,2388.05,8.4499,392,39.01,23.284,107,0,84
1,86,641.84,1588.8,1403.56,553.69,2388.1,47.38,521.82,2388.09,8.4173,394,38.94,23.3945,106,0,85
1,87,642.33,1586.69,1413.1,554.1,2388.14,47.34,521.43,2388.06,8.4326,391,38.88,23.3402,105,0,86
1,88,641.96,1581.29,1406.09,554.48,2388.07,47.46,522.2,2388.04,8.4586,392,38.9,23.3086,104,0,87
1,89,642.24,1584.73,1402.22,553.91,2388.05,47.46,521.55,2388.08,8.4489,392,38.95,23.3288,103,0,88
1,90,642.67,1584.38,1412.93,552.88,2388.1,47.32,521.49,2388.09,8.3961,391,38.98,23.4712,102,0,89
1,91,641.98,1584.84,1404.76,553.54,2388.04,47.32,521.55,2388.1,8.3949,394,39.11,23.3842,101,0,90
1,92,642.89,1590.03,1400.77,553.81,2388.14,47.45,521.91,2388.05,8.3982,392,38.99,23.3522,100,0,91
1,93,642.85,1593.74,1408.48,554.07,2388.07,47.46,521.43,2388.08,8.421,392,38.86,23.2477,99,0,92
1,94,642.45,1583.27,1404.94,553.86,2388.15,47.48,521.61,2388.07,8.4524,393,38.85,23.3758,98,0,93
1,95,642.86,1577.6,1410.1,553.91,2388.02,47.38,521.92,2388.02,8.4575,394,38.76,23.3269,97,0,94
1,96,642.19,1584.07,1395.16,553.34,2388.07,47.39,521.66,2388.06,8.4311,392,38.88,23.3255,96,0,95
1,97,642.07,1595.77,1407.81,553.4,2388.09,47.46,521.67,2388.06,8.4105,392,39.01,23.2963,95,0,96
1,98,642.0,1591.11,1404.56,552.75,2388.06,47.37,522.31,2388.06,8.4012,391,38.96,23.2554,94,0,97
1,99,642.46,1592.73,1406.13,553.76,2388.08,47.4,521.42,2388.1,8.4481,393,38.82,23.2323,93,0,98
1,100,642.22,1589.63,1411.35,554.22,2388.07,47.64,521.55,2388.08,8.4241,392,38.93,23.409,92,0,99
1,101,642.75,1584.18,1403.41,553.37,2388.06,47.62,521.89,2388.08,8.4353,391,38.75,23.4149,91,0,100
1,102,642.85,1589.11,1403.42,553.42,2388.15,47.49,521.38,2388.05,8.4561,393,38.94,23.3653,90,0,101
1,103,642.21,1581.27,1403.21,553.64,2388.09,47.57,521.41,2388.1,8.4263,392,38.69,23.4289,89,0,102
1,104,642.29,1590.63,1406.25,553.66,2388.08,47.34,522.38,2388.09,8.4021,392,38.96,23.3393,88,0,103
1,105,642.01,1588.28,1403.22,553.11,2388.09,47.31,521.81,2388.08,8.4326,393,38.77,23.3857,87,0,104
1,106,642.68,1589.05,1404.45,553.6,2388.08,47.44,521.51,2388.09,8.4664,392,39.08,23.4148,86,0,105
1,107,642.53,1595.13,1407.73,553.74,2388.07,47.35,521.75,2388.07,8.4241,396,39.01,23.4086,85,0,106
1,108,643.49,1585.91,1399.47,554.43,2388.14,47.61,521.52,2388.03,8.4133,393,38.75,23.3032,84,0,107
1,109,642.49,1586.45,1409.1,553.59,2388.1,47.58,521.62,2388.11,8.3757,394,39.05,23.3561,83,0,108
1,110,642.55,1590.01,1401.27,554.08,2388.13,47.55,522.01,2388.12,8.4638,393,39.06,23.2951,82,0,109
1,111,642.67,1584.38,1408.11,553.49,2388.12,47.62,521.53,2388.14,8.4447,392,38.92,23.2135,81,0,110
1,112,642.66,1586.46,1401.84,553.19,2388.06,47.22,521.9,2388.08,8.4445,394,38.84,23.3207,80,0,111
1,113,642.68,1590.85,1406.59,552.91,2388.1,47.46,521.75,2388.16,8.458,393,38.9,23.3101,79,0,112
1,114,642.31,1588.42,1402.97,554.29,2388.07,47.58,521.68,2388.15,8.429,394,38.89,23.3754,78,0,113
1,115,642.66,1594.84,1406.6,554.13,2388.11,47.43,521.36,2388.12,8.4345,393,38.93,23.3022,77,0,114
1,116,642.64,1580.31,1401.99,554.4,2388.08,47.43,521.6,2388.05,8.4059,394,39.03,23.3512,76,0,115
1,117,642.38,1589.77,1409.35,554.59,2388.1,47.52,521.22,2388.1,8.4256,391,38.73,23.1766,75,0,116
1,118,642.34,1585.67,1409.34,554.25,2388.1,47.55,521.31,2388.12,8.4197,393,38.88,23.2966,74,0,117
1,119,642.67,1596.8,1404.46,553.77,2388.1,47.55,521.46,2388.09,8.4194,394,39.01,23.3188,73,0,118
1,120,642.81,1593.78,1407.68,553.66,2388.1,47.6,521.34,2388.1,8.4029,393,38.81,23.3061,72,0,119
1,121,642.63,1593.56,1411.9,553.7,2388.07,47.44,521.3,2388.04,8.4263,394,38.63,23.422,71,0,120
1,122,643.3,1593.68,1413.97,553.43,2388.15,47.6,520.92,2388.12,8.4256,393,38.86,23.2793,70,0,121
1,123,643.39,1586.66,1403.04,552.64,2388.12,47.41,521.6,2388.17,8.4396,392,38.9,23.292,69,0,122
1,124,642.48,1587.14,1402.28,552.26,2388.13,47.55,521.4,2388.13,8.4416,393,38.8,23.2341,68,0,123
1,125,642.96,1585.47,1406.42,552.44,2388.13,47.63,521.57,2388.11,8.4079,394,38.68,23.3039,67,0,124
1,126,642.49,1582.64,1418.5,553.72,2388.05,47.49,521.35,2388.08,8.4378,392,38.85,23.2289,66,0,125
1,127,642.99,1586.9,1399.49,553.81,2388.09,47.63,521.34,2388.1,8.4626,393,38.91,23.2772,65,0,126
1,128,642.47,1593.87,1407.06,552.74,2388.13,47.62,521.96,2388.16,8.4413,393,38.85,23.2641,64,0,127
1,129,642.41,1591.33,1408.42,552.42,2388.09,47.61,522.02,2388.13,8.4681,393,38.84,23.2656,63,0,128
1,130,642.7,1585.9,1412.25,552.66,2388.13,47.46,521.49,2388.07,8.3938,394,38.71,23.3461,62,0,129
1,131,643.01,1585.78,1413.25,553.7,2388.11,47.7,521.45,2388.13,8.4328,391,38.73,23.3435,61,0,130
1,132,643.19,1596.06,1405.76,553.16,2388.17,47.56,521.64,2388.16,8.4227,393,38.53,23.3186,60,0,131
1,133,642.45,1592.64,1410.11,553.82,2388.11,47.57,521.23,2388.09,8.4604,394,38.95,23.2521,59,0,132
1,134,642.85,1583.62,1402.67,553.2,2388.11,47.75,521.52,2388.13,8.4293,393,38.68,23.2833,58,0,133
1,135,642.45,1585.55,1406.83,553.09,2388.14,47.34,520.99,2388.12,8.4242,392,38.85,23.2744,57,0,134
1,136,642.84,1584.72,1404.39,554.18,2388.06,47.43,521.54,2388.11,8.4469,393,38.76,23.1699,56,0,135
1,137,642.43,1594.69,1405.15,553.39,2388.14,47.89,521.63,2388.12,8.449,394,38.87,23.2593,55,0,136
1,138,642.79,1589.82,1413.34,552.91,2388.11,47.4,521.57,2388.18,8.4208,392,39.0,23.3664,54,0,137
1,139,643.11,1592.28,1412.6,553.25,2388.06,47.67,521.03,2388.15,8.4621,394,38.88,23.3422,53,0,138
1,140,643.05,1590.89,1408.36,552.15,2388.17,47.51,521.27,2388.05,8.4397,393,38.82,23.3704,52,0,139
1,141,642.39,1590.02,1415.25,553.45,2388.13,47.49,521.06,2388.16,8.4641,394,39.02,23.2382,51,0,140
1,142,642.51,1595.29,1413.42,553.11,2388.1,47.59,520.44,2388.18,8.4291,392,38.71,23.2816,50,0,141
1,143,642.77,1593.1,1404.21,553.62,2388.13,47.52,520.98,2388.11,8.4419,393,38.79,23.2305,49,0,142
1,144,643.09,1591.89,1405.76,553.77,2388.17,47.57,521.11,2388.17,8.4601,393,38.75,23.2249,48,0,143
1,145,642.95,1594.92,1409.63,553.03,2388.13,47.54,521.13,2388.15,8.4644,395,38.67,23.149,47,0,144
1,146,642.72,1586.75,1408.82,552.6,2388.12,47.63,521.13,2388.12,8.4312,392,38.69,23.3233,46,0,145
1,147,642.25,1594.85,1409.96,553.09,2388.14,47.8,520.92,2388.12,8.4428,393,38.77,23.2684,45,0,146
1,148,643.02,1590.03,1411.89,552.84,2388.16,47.49,521.08,2388.15,8.4276,392,38.77,23.2498,44,0,147
1,149,642.9,1592.78,1410.7,552.54,2388.17,47.83,521.13,2388.15,8.4731,394,38.77,23.2565,43,0,148
1,150,643.06,1589.01,1409.22,553.57,2388.12,47.6,520.5,2388.21,8.4726,394,38.68,23.2082,42,0,149
1,151,642.82,1592.39,1411.94,552.41,2388.14,47.58,520.94,2388.22,8.4612,394,38.56,23.2277,41,0,150
1,152,642.67,1598.6,1420.83,552.62,2388.18,47.72,520.39,2388.19,8.4572,395,38.77,23.2369,40,0,151
1,153,642.99,1589.17,1414.56,552.68,2388.14,47.74,520.69,2388.17,8.4435,393,38.78,23.1719,39,0,152
1,154,642.81,1597.03,1416.07,552.57,2388.14,47.73,520.72,2388.18,8.4794,394,38.82,23.2366,38,0,153
1,155,642.83,1590.4,1414.89,552.89,2388.16,47.61,521.23,2388.17,8.4729,394,38.68,23.2749,37,0,154
1,156,643.04,1585.61,1421.23,553.24,2388.26,47.58,520.75,2388.16,8.4432,395,38.77,23.2791,36,0,155
1,157,642.2,1598.04,1412.47,552.32,2388.14,47.72,520.94,2388.17,8.4328,392,38.67,23.2354,35,0,156
1,158,642.88,1596.82,1410.09,553.19,2388.2,47.68,520.88,2388.22,8.4368,394,38.75,23.2894,34,0,157
1,159,642.89,1589.54,1420.37,552.18,2388.13,47.76,520.65,2388.23,8.4403,394,38.76,23.253,33,0,158
1,160,643.45,1590.65,1418.08,551.87,2388.21,47.84,520.47,2388.22,8.4433,396,38.52,23.2817,32,0,159
1,161,643.0,1594.2,1417.31,552.8,2388.18,47.77,520.47,2388.18,8.4405,394,38.66,23.2962,31,0,160
1,162,643.15,1592.22,1423.48,552.68,2388.15,47.79,520.44,2388.2,8.5015,394,38.78,23.1538,30,0,161
1,163,642.85,1600.54,1421.09,552.41,2388.2,47.89,520.3,2388.2,8.5129,393,38.65,23.1419,29,0,162
1,164,643.17,1598.96,1416.76,551.9,2388.17,47.7,520.63,2388.28,8.4803,394,38.62,23.1761,28,0,163
1,165,642.76,1597.03,1408.09,552.79,2388.19,47.89,520.69,2388.24,8.4922,393,38.59,23.2129,27,0,164
1,166,643.34,1596.72,1422.37,552.13,2388.22,47.86,520.02,2388.22,8.4663,395,38.62,23.145,26,0,165
1,167,643.02,1593.83,1414.72,552.57,2388.23,47.85,520.49,2388.18,8.4632,394,38.77,23.3011,25,0,166
1,168,642.68,1591.19,1415.7,552.09,2388.22,47.84,520.78,2388.19,8.4925,393,38.76,23.277,24,0,167
1,169,643.2,1590.16,1418.05,552.71,2388.25,47.88,520.44,2388.18,8.4767,394,38.58,23.187,23,0,168
1,170,642.92,1592.71,1417.41,552.02,2388.21,47.86,520.23,2388.26,8.49,395,38.66,23.1615,22,0,169
1,171,643.26,1592.06,1414.99,552.71,2388.2,48.03,519.85,2388.22,8.4922,395,38.68,23.2444,21,0,170
1,172,643.33,1591.71,1413.73,551.69,2388.24,48.07,520.54,2388.26,8.4595,393,38.65,23.1585,20,0,171
1,173,642.97,1590.69,1425.27,552.13,2388.22,47.9,520.11,2388.23,8.5091,395,38.59,23.1789,19,0,172
1,174,642.64,1599.81,1422.58,552.32,2388.22,48.0,520.22,2388.21,8.4476,393,38.57,23.0357,18,0,173
1,175,643.61,1603.29,1422.52,551.64,2388.23,47.86,520.38,2388.22,8.489,394,38.58,23.1573,17,0,174
1,176,642.86,1592.27,1422.73,551.91,2388.23,47.84,519.8,2388.2,8.4853,394,38.72,23.2491,16,0,175
1,177,643.79,1602.02,1423.99,551.93,2388.25,48.03,520.24,2388.23,8.4779,396,38.63,23.1673,15,0,176
1,178,643.38,1605.33,1424.65,552.18,2388.23,48.0,520.2,2388.2,8.477,395,38.65,23.177,14,0,177
1,179,642.86,1592.56,1429.45,551.57,2388.26,48.02,520.38,2388.18,8.4947,395,38.77,23.1888,13,0,178
1,180,643.58,1599.87,1417.14,552.91,2388.21,47.85,519.84,2388.28,8.4737,395,38.86,23.007,12,0,179
1,181,643.44,1596.71,1420.64,551.83,2388.23,48.1,520.43,2388.23,8.472,397,38.34,23.1652,11,0,180
1,182,644.21,1602.08,1426.62,551.9,2388.26,47.98,520.46,2388.25,8.5158,397,38.43,23.1787,10,0,181
1,183,643.24,1597.23,1419.03,551.38,2388.21,48.03,520.05,2388.23,8.5041,396,38.56,23.1302,9,0,182
1,184,644.07,1605.44,1432.52,551.0,2388.24,48.07,519.77,2388.28,8.5133,395,38.43,23.0146,8,0,183
1,185,643.8,1603.46,1424.4,551.64,2388.29,48.15,519.82,2388.27,8.4984,395,38.51,23.07,7,0,184
1,186,643.51,1595.16,1426.3,552.57,2388.21,48.12,520.08,2388.25,8.5227,397,38.47,23.0564,6,0,185
1,187,643.32,1592.1,1427.27,551.08,2388.29,48.23,519.53,2388.28,8.5218,396,38.42,23.0822,5,0,186
1,188,643.75,1602.38,1422.78,551.94,2388.31,48.0,519.79,2388.23,8.5207,396,38.51,22.9588,4,0,187
1,189,644.18,1596.17,1428.01,550.7,2388.27,48.08,519.58,2388.33,8.5183,395,38.48,23.1127,3,0,188
1,190,643.64,1599.22,1425.95,551.29,2388.29,48.33,520.04,2388.35,8.5223,398,38.49,23.0675,2,0,189
1,191,643.34,1602.36,1425.77,550.92,2388.28,48.15,519.57,2388.3,8.5174,394,38.45,23.1295,1,0,190
1,192,643.54,1601.41,1427.2,551.25,2388.32,48.25,520.08,2388.32,8.5113,396,38.48,22.9649,0,1,191
2,1,641.89,1583.84,1391.28,554.53,2388.01,46.93,522.33,2388.06,8.3905,391,38.94,23.4585,286,0,0
2,2,641.82,1587.05,1393.13,554.77,2387.98,47.24,522.7,2387.98,8.4167,392,39.06,23.4085,285,0,1
2,3,641.55,1588.32,1398.96,555.14,2388.04,47.22,522.58,2387.99,8.3802,391,39.11,23.425,284,0,2
2,4,641.68,1584.15,1396.08,554.25,2387.98,47.1,522.49,2387.93,8.4018,391,39.13,23.5027,283,0,3
2,5,641.73,1579.03,1402.52,555.12,2388.03,47.25,522.27,2387.94,8.3867,390,39.18,23.4234,282,0,4
2,6,641.3,1577.5,1396.76,554.98,2388.04,47.05,522.8,2387.99,8.38,392,39.15,23.427,281,0,5
2,7,642.03,1587.49,1400.65,554.84,2388.05,47.1,522.14,2388.04,8.3941,391,39.1,23.4718,280,0,6
2,8,642.55,1590.41,1395.39,554.65,2388.01,47.2,522.77,2387.96,8.3861,391,39.11,23.4381,279,0,7
2,9,641.98,1581.99,1395.01,554.69,2388.02,47.14,522.4,2387.98,8.3868,390,39.06,23.4875,278,0,8
2,10,641.99,1586.37,1394.86,554.63,2387.99,47.21,521.99,2387.97,8.3982,391,39.2,23.6005,277,0,9
2,11,642.26,1589.21,1401.29,554.7,2388.01,47.21,522.2,2388.03,8.4188,392,39.23,23.3888,276,0,10
2,12,641.64,1579.99,1401.9,554.57,2387.98,47.13,521.94,2387.97,8.3925,392,39.12,23.4201,275,0,11
2,13,641.78,1586.77,1401.53,554.69,2387.94,47.03,522.33,2387.99,8.3742,391,38.88,23.4317,274,0,12
2,14,641.66,1584.04,1395.46,554.47,2388.01,47.12,523.07,2387.98,8.3887,391,38.93,23.4074,273,0,13
2,15,642.21,1579.84,1402.11,554.17,2388.02,47.17,521.96,2388.02,8.3704,393,38.94,23.4311,272,0,14
2,16,641.81,1581.99,1393.46,554.53,2387.99,47.24,522.49,2387.95,8.3805,392,39.01,23.4462,271,0,15
2,17,642.43,1583.58,1390.27,553.62,2388.04,47.13,522.71,2388.08,8.3714,391,39.04,23.5245,270,0,16
2,18,641.95,1588.43,1400.25,554.83,2388.0,47.22,522.92,2388.0,8.4053,391,39.0,23.4203,269,0,17
2,19,641.75,1576.84,1401.77,555.25,2388.02,47.14,522.38,2387.98,8.4035,392,39.1,23.4102,268,0,18
2,20,642.34,1582.94,1394.38,554.64,2388.0,47.14,522.54,2387.94,8.3698,391,39.02,23.3821,267,0,19
2,21,642.05,1579.51,1392.28,554.72,2388.03,47.04,522.58,2388.01,8.3954,391,39.24,23.5014,266,0,20
2,22,642.16,1580.18,1397.67,554.35,2387.96,47.17,521.73,2388.04,8.3792,391,38.98,23.4241,265,0,21
2,23,642.37,1580.89,1387.5,554.69,2387.96,47.21,522.26,2388.07,8.3937,393,39.1,23.2867,264,0,22
2,24,641.99,1580.97,1398.67,553.5,2387.98,47.15,522.25,2387.97,8.3866,391,39.18,23.3981,263,0,23
2,25,641.81,1585.38,1396.62,554.14,2388.0,47.19,522.31,2388.03,8.3959,391,38.99,23.4883,262,0,24
2,26,641.87,1575.38,1392.3,554.03,2387.98,47.12,522.8,2388.0,8.3472,391,38.96,23.4691,261,0,25
2,27,642.12,1585.44,1402.31,555.16,2388.03,47.03,522.11,2388.06,8.4077,392,38.96,23.4275,260,0,26
2,28,642.04,1581.6,1397.45,554.77,2387.99,46.99,522.68,2387.93,8.3734,390,38.95,23.4395,259,0,27
2,29,642.08,1583.78,1398.08,554.75,2388.0,47.11,522.26,2388.02,8.37,390,38.97,23.4249,258,0,28
2,30,641.78,1590.32,1395.07,554.62,2387.98,47.2,522.43,2388.0,8.419,391,39.1,23.3985,257,0,29
2,31,641.97,1579.86,1390.94,554.8,2388.0,47.05,522.17,2388.04,8.4393,391,39.17,23.4154,256,0,30
2,32,641.58,1584.52,1391.11,554.56,2387.98,47.12,522.54,2387.98,8.3783,390,38.97,23.4006,255,0,31
