sens2_mean,sens3_mean,sens4_mean,sens7_mean,sens8_mean,sens11_mean,sens12_mean,sens13_mean,sens15_mean,sens17_mean,sens20_mean,sens21_mean,sens2_trend,sens3_trend,sens4_trend,sens7_trend,sens8_trend,sens11_trend,sens12_trend,sens13_trend,sens15_trend,sens17_trend,sens20_trend,sens21_trend,window num,unit num,RUL,category
-0.2915637377601051,-0.3313144730353555,-0.2959187716545309,0.2954333587234945,-0.3611701196526623,-0.28237037679411564,0.29434004654618484,-0.2921271362963514,-0.3234119558306877,-0.26925911565702043,0.26633779496821375,0.2692933221947344,0.010761862876378293,0.01077060708277531,0.013720893843266937,-0.012938099402524501,0.012652306419678717,0.012512804097610707,-0.014842698436443045,0.013145352163926718,0.00859070310074482,0.010911180536847021,-0.00929480276472153,-0.01073934037456926,11,1,82.0,8
-0.16949442031910783,-0.20904609699007004,-0.14366451193436897,0.1510346548170339,-0.21712153693557257,-0.14201850393094628,0.13116740995254214,-0.14544830373367498,-0.22077121092107302,-0.14662842303710205,0.1588600006177849,0.14740631173379085,0.013706626556256603,0.013710988050235165,0.016777652656958048,-0.01599366140244199,0.016220445997409585,0.01562643326146324,-0.017827196988123878,0.01624841903280255,0.012033918576359418,0.013663678446768844,-0.01228437131460171,-0.013710177884089762,12,1,72.0,7
-0.015923859145664243,-0.05632429006893005,0.04095036435099728,-0.025875309076360577,-0.03502178875431959,0.032058487128646784,-0.06317984019694586,0.034441824743097385,-0.08007151820338328,0.00535884490880798,0.018343091849851167,-0.0069002079001889705,0.01706211162286753,0.016861293257946247,0.020193017156307776,-0.01944035139991131,0.020262539512511328,0.01925782773689543,-0.021077621147612104,0.019787611346745886,0.01620249266235977,0.016782495602045325,-0.015902625648222563,-0.017223242209176513,13,1,62.0,6
0.1732551596275516,0.1289501901305774,0.261511914058154,-0.23920781293220736,0.189868664264805,0.2450382495004595,-0.29136095998035333,0.25190450358464067,0.10594070842623818,0.19036588063425594,-0.16149978917299374,-0.19904850486286768,0.02082831807621106,0.02022152270590864,0.023966987341316172,-0.02327816939493244,0.024778586964983914,0.023406987523907217,-0.024593970914907733,0.02376292910575674,0.02109642535874585,0.020267632002676422,-0.02014956576558392,-0.02127853334982953,14,1,52.0,5
0.40214984986786584,0.3488765860109643,0.5216061940436881,-0.49287413672602476,0.46228936149550987,0.5020984363002883,-0.5560352054757542,0.51130098724163,0.3445190550716483,0.4120558765927882,-0.3869555002881551,-0.43446084730990775,0.025005245916287198,0.023791676394122163,0.028099563211983217,-0.027507115387505415,0.029768588354827367,0.028073912622498573,-0.028376246290010787,0.028174372309835112,0.0267157166655175,0.024119087648662187,-0.025025191666685903,-0.025876051306048784,15,1,42.0,4
0.6748674254426046,0.6055541399747429,0.8248192611641857,-0.790785560433331,0.7869798423115032,0.8084167006439291,-0.8598618327612231,0.8169925301647407,0.6429171078367049,0.6740920252379511,-0.66431089933304,-0.7185595033969718,0.02959289514309596,0.027571754322587027,0.032590744768308894,-0.03212718937763021,0.035232543682041706,0.033258603032669656,-0.03242444727292126,0.03302194095898093,0.033060366582674916,0.028336862540002533,-0.030529503351528514,-0.031015796077834296,16,1,32.0,3
0.9955151002190936,0.9010820944244264,1.1747371722762332,-1.1368533640296445,1.1686796460864946,1.169170695647178,-1.2055000979148336,1.173340386804648,1.0083884528252636,0.9801375190232913,-0.9998528441450532,-1.0567667412797221,0.03459126575663729,0.031561756491303036,0.03744053201029323,-0.03713839136530684,0.041170452946626884,0.03896105875442029,-0.03673857386363919,0.038305635053194384,0.04013037511021813,0.032920956676697574,-0.03666250082011168,-0.036697767665186,17,1,22.0,2
1.368200088064659,1.237559691762526,1.5749459842364169,-1.5349888274904835,1.612128312194192,1.5895380744258316,-1.5956092570146596,1.584705811612026,1.4481866761411821,1.333855550402355,-1.3998681925616014,-1.4545048291138218,0.04000035775691119,0.0357616829002703,0.042648924937936164,-0.042540721350535333,0.047582316148582965,0.045181279787750425,-0.041318626062164444,0.04402545459247524,0.04792574224814689,0.03787137005874726,-0.04342418407243548,-0.042921966068104056,18,1,12.0,1
1.7970296028466273,1.6170861743915559,2.029031753901324,-1.9891032307913665,2.122065380008304,2.074696490095686,-2.032848566138776,2.0554500590375513,1.9695653638883173,1.7389093118286882,-1.8706438024200902,-1.9171960350549333,0.045820171143917794,0.0401715335494889,0.04821592355123781,-0.048334179333315644,0.054468133287909844,0.051919266132660326,-0.0461646038684971,0.0501813995768237,0.056446467996461365,0.04318810268615165,-0.050814553108499735,-0.04968839128658847,19,1,2.0,0
-0.8964442154966287,-0.34719317432005536,-0.5385884325038117,0.623166643848373,-0.6639417464393771,-0.6617361080080395,0.4944277650258172,-0.770402954401302,-0.6878287571899657,-0.4844235299607738,0.5399982876150478,0.9436103880914178,0.023226166453652438,-0.005849407760575309,-0.005274817265908116,-0.008402544165505774,0.013261986355972928,-0.004243588496384768,0.0036676197068830955,0.014658399503482546,0.011359880491729474,0.008046063443793022,0.00019906965866244695,-0.025275879969037972,1,2,150.0,15
-0.6890299561496829,-0.3951647317086254,-0.5802893920285848,0.5469633885993826,-0.54481302135852,-0.6936666230197014,0.5251141119255321,-0.6383612721907486,-0.5853899646332394,-0.4146465967320848,0.5350471373764794,0.7156516499247727,0.018340117635541452,-0.003764132367980596,-0.0030813072285593005,-0.006875427805083793,0.010614426708923243,-0.002154136964624287,0.0024651883927877855,0.011805482817864789,0.009174528182186444,0.005958546605022332,-0.001174723865557333,-0.02039202087030972,2,2,150.0,15
-0.5273396353671278,-0.4230064167818456,-0.6006542207104276,0.48462825481959354,-0.45025507888632765,-0.7051395572504752,0.5436084283808313,-0.5327605658876263,-0.5030509296617676,-0.3638943280160061,0.5169060158362686,0.5336686002635063,0.014081378740774265,-0.001823433297505345,-0.0010075910973220965,-0.005628919871665562,0.008347829834239985,-0.00015207234020708663,0.0012292136179998898,0.009370204321996332,0.007339928974678685,0.004241130541270984,-0.0024389246016660606,-0.016080742267962203,3,2,150.0,15
-0.4051001539155255,-0.4321639927609107,-0.6008808576104561,0.4333551582389676,-0.3764582912991353,-0.6970287797737933,0.5495752797847882,-0.4494244535944424,-0.4373041212551966,-0.3284657160623444,0.48667085087552603,0.39193543414381116,0.010449949769350916,-2.7310549149581624e-05,0.0009463311278035827,-0.0046630203652511335,0.006462195731923221,0.001762605376866848,-4.030461748062886e-05,0.007352564015877122,0.00585608286920622,0.002893815252538939,-0.0035935325496637156,-0.012342044161995469,4,2,150.0,15
-0.31603841256143766,-0.4240832228670154,-0.5821672417897853,0.3903380145874668,-0.3196130308732784,-0.6702081596630884,0.5426792315304768,-0.3841765534137044,-0.3846420083931731,-0.30465975312090643,0.44543757037536214,0.28472634660187895,0.007445830721271356,0.0016242358770867241,0.002780459446817728,-0.003977729285840514,0.004957524401972887,0.003589896186597469,-0.0013433663136537544,0.005752561899507135,0.004722989865769162,0.0019166007388262242,-0.004638547709550308,-0.009175926552409602,5,2,150.0,15
-0.25388131207142633,-0.4002098703213547,-0.5457113123095311,0.3527707395950535,-0.27590966988509236,-0.6255515659917935,0.522584849010971,-0.3328404834479199,-0.3415570600553438,-0.28877543144149914,0.3943021022168877,0.2063155326739019,0.005069021596535637,0.0031312059812035496,0.004494793859720287,-0.0035730466334336543,0.003833815844389053,0.00532980008898484,-0.0026799714705195194,0.004570197972886444,0.003940649964367411,0.0013094870001328124,-0.0055739700813258125,-0.006582389439204457,6,2,150.0,15
-0.2123557532120533,-0.3619896983451231,-0.4927110082308087,0.3178472489916896,-0.2415385806109124,-0.5639328678333413,0.4889566976193446,-0.2912398617995962,-0.3045417452213553,-0.2771117432739293,0.3343603742812134,0.15097718739607205,0.0033195223951437186,0.004493599763200875,0.006089334366511312,-0.0034489724080306056,0.0030910700591716806,0.006982317084028964,-0.0040501200880778705,0.0038054722360149566,0.0035090631650010183,0.0010724740364587391,-0.006399799664990276,-0.004561432822380137,7,2,150.0,15
-0.1851886367498805,-0.3108684701595155,-0.4243642686147342,0.28276145850733736,-0.21269013532707398,-0.48622593426116456,0.44145934274867143,-0.2551983065712409,-0.2700885328708541,-0.26596768086800354,0.2667083144494497,0.11298550580458148,0.002197333117095597,0.005711417223078754,0.007564080967190778,-0.0036055066096313516,0.0027292870463207614,0.008547447171729746,-0.005453812166328851,0.00345838468889275,0.0034282294676699332,0.0012055618478039793,-0.00711603646054367,-0.0031130567019366315,8,2,150.0,15
-0.16610686345146966,-0.24829194898572665,-0.3418690325224226,0.2447072838719587,-0.18555470630991241,-0.393304634348696,0.37975734979202536,-0.2205394358653614,-0.234689891983487,-0.2516422364735289,0.19244185060270744,0.08661468293562212,0.0017024537623912667,0.006784658360837151,0.008919033661758688,-0.004042649238235878,0.0027484668058363046,0.01002519035208733,-0.006891047705272446,0.0035289353315197925,0.0036981488723742038,0.0017087504341685327,-0.007722680467986023,-0.0022372610778738904,9,2,150.0,15
-0.1488373340833829,-0.17570589804495113,-0.24642323901498978,0.20087864081551587,-0.156322665835763,-0.2860428371693684,0.30351528414248014,-0.1830868677844652,-0.19483829153890048,-0.23043440234031204,0.11265691062209718,0.06613891382538614,0.0018348843310308101,0.007713323176476047,0.010154192450215047,-0.004760400293844186,0.0031486093377183152,0.011415546625101573,-0.00836182670490868,0.004017124163896095,0.004318821379113795,0.002582039795552406,-0.00821973168731726,-0.0019340459501919409,10,2,150.0,15
-0.12710694941218212,-0.09455608055838403,-0.13922482715355117,0.14846944506797094,-0.1211843861809611,-0.16531441179661469,0.21239771119310963,-0.13866422043105983,-0.14702620051674117,-0.1986431707181598,0.028449422388729672,0.04583239351006563,0.002594624823014121,0.008497411669995465,0.011269557332559849,-0.005758759776456278,0.003929714641966799,0.01271851599077255,-0.009866149165237521,0.004922951186021651,0.0052902469878887415,0.003825429931955606,-0.008607190118537467,-0.002203411318890836,11,2,150.0,15
-0.09464261020442882,-0.0062882597472198095,-0.021471735999222308,0.08467361235928607,-0.07633023962184207,-0.0319932273038673,0.10606919633698775,-0.08309511190765267,-0.08774608789665578,-0.1525675338568789,-0.059084686216284585,0.01996931702585252,0.003981675238341229,0.009136923841395438,0.012265128308793095,-0.007037727686072183,0.005091782718581767,0.013934098449100249,-0.011404015086258984,0.00624641639789642,0.006612425698699025,0.005438920843378128,-0.008885055761646617,-0.0030453571839704854,12,2,150.0,15
-0.045171217226685434,0.08765180116734654,0.10563809538688126,0.006685058419423273,-0.017950598434741193,0.11304684723544081,-0.015805695032811727,-0.012203160316751194,-0.013490422658290846,-0.08850648400627632,-0.14884948731183478,-0.017176120591061127,0.00599603557701221,0.009631859690675927,0.013140905378914776,-0.008597304022691866,0.00663481356756314,0.015062294000084697,-0.01297542446797304,0.007987519799520499,0.00828535751154464,0.007422512529819973,-0.009053328616644669,-0.00445988354543092,13,2,150.0,15
0.027580328754486516,0.18581833896412045,0.240906727943644,-0.08830230102165526,0.05776416510400596,0.2689319427478767,-0.15356239752321493,0.07818801623913699,0.07924832621870694,-0.0027590134161586456,-0.23974905301681043,-0.07132972430448321,0.00863770583902691,0.00998221921783693,0.013896888542924918,-0.010437488786315327,0.008558807188911034,0.016103102643725838,-0.014580377310379714,0.010146261390893812,0.01030904242642562,0.009776204991281132,-0.00911200868353169,-0.0064469904032721575,14,2,147.0,14
0.1298851269725252,0.286765590421907,0.3831362226099503,-0.20309455023398754,0.15462367871806434,0.4347881901600079,-0.3075363457411481,0.19225479965750453,0.19397768975469099,0.1083758856636671,-0.3306874554501008,-0.1482172990782218,0.011906686024385497,0.010188002422878463,0.0145330778008235,-0.012558281976942594,0.010863763582625377,0.01705652438002377,-0.016218873613479033,0.012722641172016344,0.012683480443341898,0.01249999822776161,-0.009061095962307605,-0.009006677757494166,15,2,137.0,13
0.26801627666086825,0.3890477923195116,0.5311286403246847,-0.34049777348761123,0.2764375701310983,0.6097417203984017,-0.4780629742935372,0.334173571835844,0.3342051989700147,0.24859922098339435,-0.4205687667305952,-0.2535646498760845,0.01580297613308789,0.010249209305800509,0.015049473152610534,-0.014959683594573645,0.013549682748706155,0.01792255920897836,-0.017890913377270938,0.015716659142888105,0.015408671562293533,0.015593892239261388,-0.008900590452972508,-0.012138945608096995,16,2,127.0,12
0.44824687705295424,0.4912191814357393,0.6836860420267317,-0.5033180550525644,0.42701546706677285,0.792918664389625,-0.6654777177873086,0.5081207146716478,0.5034383848850315,0.4216120002932161,-0.5082970589771831,-0.39309758166187964,0.02032657616513409,0.010165839866603112,0.015446074598286003,-0.017641693639208485,0.016616564687153498,0.018701207130589603,-0.01959649660175546,0.019128315303509263,0.018484615783280523,0.019057887025780516,-0.008630492155526304,-0.01584379395508061,17,2,117.0,11
0.6768500273822212,0.5918339945493956,0.8396104886549756,-0.694361479198885,0.6101669972487526,0.9834451530602448,-0.8701160108293882,0.7182726100624082,0.7051847785200945,0.6311152313433258,-0.5927764043087538,-0.572541899399415,0.025477486120524046,0.009937894105286178,0.015722882137849906,-0.020604312110847164,0.020064409397967185,0.019392468144857695,-0.021335623286932587,0.022957609653879538,0.021911313106302833,0.022891982587318956,-0.008250801069969048,-0.02012122279844504,18,2,107.0,10
0.9600988268821071,0.6894464684392855,0.9977040411483007,-0.9164341301966106,0.8297017884007015,1.1804473173368293,-1.0923132880267026,0.9688056399056186,0.9429519108955574,0.8808099218839163,-0.6729108748441964,-0.7976234080524985,0.03125570599925785,0.009565372021849813,0.0158798957713023,-0.02384753900948952,0.02389321688114738,0.019996342251782498,-0.02310829343280239,0.027204542193999214,0.025688763531360393,0.0270961789238767,-0.007761517196300715,-0.024971232138190285,19,2,97.0,9
1.3042663747860503,0.7826108398842142,1.1567687604455918,-1.1723420923157797,1.089429468246285,1.3830512881459451,-1.3324049839861778,1.2638961860987707,1.2202473130317737,1.1743970796651813,-0.7476045427024007,-1.0740679125849382,0.03766123580133548,0.009048273616293939,0.01591711549864306,-0.027371374335135746,0.02810298713669406,0.020512829451364,-0.024914507039364812,0.03186911292386792,0.029816967058453443,0.03167047603545381,-0.007162640534521318,-0.030393821974316285,20,2,87.0,8
-0.5399094358093911,-0.8566457568011085,-0.8856485113025974,0.9230458185012003,-0.5269879172026779,-1.0237273698172236,0.7351201351129795,-0.596172813881245,-0.5941196145843415,-0.9282791121992059,0.6566574736333368,0.546636645240367,0.00017778122170065307,0.01914824443366145,0.012194804112050555,-0.021042280383110425,0.015472349092149196,0.021347620483013655,-0.008833907253209712,0.02090240104978883,-0.0028946804699234536,0.021830208931076484,-0.003044411245737654,-0.0018484346325865703,1,3,150.0,15
-0.5430239686268071,-0.6946047585478431,-0.7813764434063769,0.7434678500931935,-0.40337763390562975,-0.8405771891761921,0.6633527545229083,-0.4233253063036564,-0.6230318114347798,-0.7412115915518134,0.6333579579584893,0.5385982501628785,-0.0007332863094993738,0.013403426483763017,0.008766488157173584,-0.015019740426991219,0.009403252658227912,0.015430363048239623,-0.0056282254512330316,0.013827956154266758,-0.002831966946126166,0.015728173344287482,-0.0016892999135561288,0.00014555068210063892,2,3,150.0,15
-0.5527152866928967,-0.5846182831480201,-0.7073695391950141,0.6186105019794501,-0.33468594310691235,-0.711037650437525,0.619557357876344,-0.31517504134527796,-0.6492194311661159,-0.6097178799345112,0.6208348178489055,0.5469205753379681,-0.0011375758280340472,0.008737339862972954,0.006141771375079026,-0.010098156324257767,0.004488630592483032,0.010625492102540742,-0.003239510464508308,0.007962952525946839,-0.002349765046103035,0.01071544712505839,-0.00088913613268487,0.00142370941792906,3,3,149.0,14
-0.5639156098810061,-0.5158990173105559,-0.6555918069406856,0.5374642156261119,-0.3093681011247621,-0.6239848887104714,0.5955642770207675,-0.2596276063340875,-0.6684875900160917,-0.5229048836717004,0.613538577791483,0.5644453549770482,-0.0010350873339032987,0.005149984571291272,0.004320653765766729,-0.006277528074910129,0.0007284828949144938,0.006933007645916941,-0.0016677622930354884,0.00330739016482914,-0.0014480747698540598,0.006792030273389269,-0.0006439199031238737,0.001986041574898725,4,3,139.0,13
-0.5715571580644812,-0.477659647744367,-0.6180072549155685,0.4890194324993219,-0.315879364277415,-0.5682950391042807,0.5832038438036594,-0.24458858859806298,-0.6766414042224487,-0.46987950908778114,0.6059197622731191,0.5840143232915308,-0.00042582082710722325,0.0026413606087179213,0.0033031353292367113,-0.0035578556789482236,-0.0018771904344776354,0.004352909678368185,-0.0009129809368146174,-0.00013873092908635206,-0.0001268961173792638,0.003957922789280058,-0.0009536512248731777,0.0018325471530096118,5,3,129.0,12
-0.5705721511166683,-0.45911286115836986,-0.5865798913918396,0.4622665940652217,-0.34267498888310727,-0.5328442367282019,0.5743063900725007,-0.25796357546518245,-0.6694859900229282,-0.439748662507154,0.5924288957807112,0.5984692144928285,0.0006902236923542724,0.00121146797525292,0.0030892160654890748,-0.0019391391363721064,-0.0033283893956933793,0.0028851981998945335,-0.0009751663958456659,-0.0023754107557996495,0.0016137709113213628,0.0022131246727308124,-0.0018183300979326756,0.0009632261522617118,6,3,119.0,11
-0.5558928089109135,-0.4494713442614809,-0.5532737246416759,0.4461961417899537,-0.3782102312600751,-0.5065086166914845,0.5607022476747716,-0.2876581542634239,-0.6428264636552724,-0.42161925025421976,0.5675165028011568,0.6006517627923533,0.002313046224481158,0.0008603066708962729,0.003678895974523714,-0.0014213784471818005,-0.003625113988732741,0.0025298732104959494,-0.0018543186701286635,-0.0034026493153107374,0.003773926316247841,0.0015576359237415248,-0.0032379565223024697,-0.000621921427344949,7,3,109.0,10
-0.5224513513205631,-0.4379477837626167,-0.5100527629372542,0.42979851713966005,-0.41094034772655463,-0.4781643141033774,0.534221748457953,-0.3215779123207651,-0.5924679413572227,-0.4045981786533786,0.5256331078213534,0.5834037024015176,0.004442646769273433,0.0015878766956479926,0.005072175056340694,-0.002004573611377236,-0.0027673642135957284,0.003286934710172454,-0.003550437759663555,-0.003220446607619633,0.006353570097400143,0.001991456542312164,-0.005212530497982507,-0.0029228955858104206,8,3,99.0,9
-0.46517999821896294,-0.41375486637069353,-0.44888101455075147,0.4020641615804831,-0.4293205946007822,-0.43668746407312986,0.4866952242695256,-0.3476284369651844,-0.5142155393665209,-0.3777923540290315,0.46122923532819826,0.5395667675317333,0.007079025326731099,0.0033941780495080377,0.007269053310939955,-0.0036887246289584717,-0.0007551400702823046,0.005156382698924027,-0.006063523664450417,-0.0018288026327263408,0.009352702254778265,0.003514586528442766,-0.007742052024972819,-0.005939696323134666,9,3,89.0,8
-0.3790109694794596,-0.36610527879462806,-0.36172248775434435,0.3519835165785649,-0.4218062282009936,-0.37095420170999105,0.40995300695697023,-0.35371531552465957,-0.4038743739209085,-0.33030868270557845,0.36875540980858884,0.461982692394413,0.010222181896854116,0.006279210732476443,0.010269530738321523,-0.006473831499925484,0.0024115584412074758,0.008138217176750694,-0.009393576384489193,0.0007722826093692292,0.012771322788382224,0.006127025882133314,-0.010826521103273368,-0.009672323639317651,10,3,79.0,7
-0.25887648497539895,-0.28421170774333654,-0.24054119082020992,0.2685470236000479,-0.3768525048454254,-0.26984066212321034,0.29582542836776743,-0.3277441353271685,-0.25724956125812737,-0.2512540710074204,0.2426621557494225,0.34349321120096876,0.01387211647964252,0.010242974744553232,0.014073607338485407,-0.010359894224278242,0.0067327313208736484,0.012232438143652455,-0.013540595919779875,0.0045828091186669185,0.01660943169821204,0.009828774603383784,-0.014465937732884182,-0.014120777534359419,11,3,69.0,6
-0.09970876458012715,-0.15728683992573567,-0.07730113202052512,0.14074512411107412,-0.28291468085231347,-0.12222298042203664,0.136142820349398,-0.25762048370068935,-0.07014621761591892,-0.12973542525895762,0.07739999763759672,0.17694005816281283,0.018028829075096328,0.01528547008573839,0.0186812831114316,-0.015346912802016785,0.01220837856871621,0.017439045599629267,-0.018504582270322513,0.009602776895166826,0.02086702898426767,0.014619832692194216,-0.01866030191380524,-0.019285058008260015,12,3,59.0,5
0.10355997183300954,0.025456637949258364,0.1360336803725333,-0.042431740422214204,-0.12844801253989413,0.08302270828428064,-0.07726448525065731,-0.13124994797319994,0.161630540767975,0.04514034821540923,-0.13258054003999106,-0.04483503250864261,0.022692319683215514,0.021406696756031837,0.024092558057160127,-0.02143488723314115,0.018838500184735138,0.02375803954468116,-0.024285535436117056,0.015832185938868957,0.02554411464654914,0.02050020014856462,-0.023409613646036564,-0.02516516506101929,13,3,49.0,4
0.355997504390665,0.274806039172729,0.4074992380867884,-0.2919931285336749,0.0980922437735965,0.35702026888649235,-0.35256615658491797,0.06346188452732167,0.4422755976558127,0.2842663430912797,-0.3928289327964435,-0.32899032660198496,0.02786258830400006,0.028606654755433645,0.030307432175670963,-0.02862381751765128,0.02662309616893044,0.03118941997880825,-0.03088345541716355,0.02327103624977324,0.030640688685056466,0.027469876972494964,-0.028713872929578155,-0.031761098692637386,14,3,39.0,3
0.6626716132194932,0.6015486770357596,0.7451315328500631,-0.6189485987571656,0.4082508317699222,0.7108935662753494,-0.697931861805903,0.3386094264728975,0.7759838368098527,0.5985356530442532,-0.708894656144863,-0.6826840899058028,0.03353963493745003,0.03688534408394385,0.037325905466964064,-0.03691370365554715,0.03556216652130216,0.0397331869020102,-0.03829834221346196,0.03191932782787977,0.03615675109978956,0.035528863163985215,-0.034573079764430026,-0.03907285890311431,15,3,29.0,2
1.0286500784461476,1.0164718648294344,1.1569665563901808,-1.034307709626544,0.813572495130847,1.1557664653416027,-1.121531269066132,0.7062870905355495,1.1669501419923534,0.9988413717499289,-1.0863271855983525,-1.1130745882086828,0.039723459583565386,0.04624276474156245,0.045147977931039515,-0.04630454564682883,0.045655711241850215,0.049389340314287336,-0.046530195825012347,0.04177706067318853,0.04209230189074854,0.04467715872303538,-0.040987234150592085,-0.04710044569244992,16,3,19.0,1
1.4590006801972826,1.5303629158448357,1.6510403004349645,-1.5490800196756684,1.3256019775381342,1.7027628309760021,-1.6315340465181243,1.1785892893873,1.6193693969655727,1.4960765928839073,-1.530675996670014,-1.6273200872992135,0.046414062242346114,0.05667891672828933,0.05377364956789725,-0.056796343491496336,0.05690373033057471,0.06015788021563968,-0.055579016251814564,0.05284423478569946,0.04844734105793334,0.054914763649645544,-0.04795633608806444,-0.0558438590606444,17,3,9.0,0
-0.7422237725862392,-0.7147204004588804,-0.8782826926859724,0.6361866176871677,-0.5403218876480762,-0.6734283482506851,0.7360511590932702,-0.6221950031060557,-0.6998097375471395,-0.6628696663910911,0.8857063432826806,0.660985685359734,0.020096251530303314,0.023051728132033576,0.024109483495541175,-0.006833124117454369,0.025271858912523502,0.005920735863736232,-0.014336330733721429,0.0324759818044992,0.006108989799626402,0.004815837233811361,-0.020811306193897962,-0.008990666652709851,1,4,150.0,15
